subject,trial,codes,item,prime,wordness,luminance,RT
11,131,8312,8,3,1,2,651.37
11,132,223101,223,1,0,1,784.23
11,133,54212,54,2,1,2,830.92
11,134,57211,57,2,1,1,688.14
11,135,111212,111,2,1,2,643.5
11,136,113212,113,2,1,2,638.82
11,137,168203,168,2,0,3,739.84
11,138,192301,192,3,0,1,645.13
11,139,221101,221,1,0,1,672.27
11,140,63313,63,3,1,3,637.59
11,141,26411,26,4,1,1,642.93
11,142,17413,17,4,1,3,616.38
11,143,112212,112,2,1,2,1088.39
11,144,53212,53,2,1,2,557.91
11,145,236201,236,2,0,1,738.95
11,146,55212,55,2,1,2,612.32
11,147,70312,70,3,1,2,701.52
11,148,240201,240,2,0,1,656.79
11,149,5313,5,3,1,3,546.41
11,150,71311,71,3,1,1,482.35
11,151,187302,187,3,0,2,612.38
11,152,16413,16,4,1,3,561.95
11,153,52212,52,2,1,2,733.07
11,154,152103,152,1,0,3,765.91
11,155,114212,114,2,1,2,587.47
11,156,126302,126,3,0,2,652.79
11,157,23412,23,4,1,2,594.26
11,158,171202,171,2,0,2,614.28
11,159,218102,218,1,0,2,617.7
11,160,162101,162,1,0,1,525.37
11,161,151103,151,1,0,3,583.47
11,162,186302,186,3,0,2,553.07
11,163,191301,191,3,0,1,680.26
11,164,214103,214,1,0,3,741.25
11,165,166203,166,2,0,3,815.99
11,166,201402,201,4,0,2,1279.24
11,167,22412,22,4,1,2,750.06
11,168,41111,41,1,1,1,527.78
11,169,227203,227,2,0,3,685.05
11,170,97112,97,1,1,2,544.63
11,171,229203,229,2,0,3,608.08
11,172,79413,79,4,1,3,621.52
11,173,109213,109,2,1,3,636.88
11,174,43111,43,1,1,1,546.5
11,175,172202,172,2,0,2,610
11,176,228203,228,2,0,3,581.47
11,177,103111,103,1,1,1,561.1
11,178,61313,61,3,1,3,560.74
11,179,36112,36,1,1,2,550.41
11,180,9312,9,3,1,2,592.02
11,181,6312,6,3,1,2,561.7
11,182,96112,96,1,1,2,472.23
11,183,11311,11,3,1,1,573.83
11,184,92113,92,1,1,3,479.71
11,185,95113,95,1,1,3,623.24
11,186,147401,147,4,0,1,648.56
11,187,34113,34,1,1,3,494.34
11,188,82412,82,4,1,2,575.96
11,189,49213,49,2,1,3,545.64
11,190,47213,47,2,1,3,577.21
11,191,175202,175,2,0,2,642.51
11,192,21412,21,4,1,2,679.7
11,193,184303,184,3,0,3,651.66
11,194,232202,232,2,0,2,848.33
11,195,207401,207,4,0,1,675.43
11,196,131301,131,3,0,1,576.84
11,197,130302,130,3,0,2,769.81
11,198,239201,239,2,0,1,708.88
11,199,24412,24,4,1,2,781.78
11,200,128302,128,3,0,2,625.16
11,201,18413,18,4,1,3,640.45
11,202,14311,14,3,1,1,560.17
11,203,177201,177,2,0,1,645.48
11,204,20413,20,4,1,3,864.1
11,205,190302,190,3,0,2,735.03
11,206,231202,231,2,0,2,544.57
11,207,124303,124,3,0,3,512.29
11,208,119211,119,2,1,1,657.65
11,209,226203,226,2,0,3,652.95
11,210,179201,179,2,0,1,733.97
11,211,31113,31,1,1,3,575.43
11,212,238201,238,2,0,1,555.08
11,213,1313,1,3,1,3,512.81
11,214,104111,104,1,1,1,574.34
11,215,173202,173,2,0,2,703.48
11,216,58211,58,2,1,1,670.68
11,217,225101,225,1,0,1,751.69
11,218,123303,123,3,0,3,816.41
11,219,69312,69,3,1,2,619.78
11,220,77413,77,4,1,3,655.18
11,221,118211,118,2,1,1,583.32
11,222,110213,110,2,1,3,648.72
11,223,233202,233,2,0,2,781.62
11,224,90411,90,4,1,1,624.99
11,225,139403,139,4,0,3,640.29
11,226,30411,30,4,1,1,534.54
11,227,7312,7,3,1,2,608.01
11,228,25412,25,4,1,2,643.4
11,229,28411,28,4,1,1,648.73
11,230,156102,156,1,0,2,771.67
11,231,99112,99,1,1,2,561.25
11,232,163101,163,1,0,1,624.66
11,233,88411,88,4,1,1,550.82
11,234,216102,216,1,0,2,630.91
11,235,219102,219,1,0,2,560.49
11,236,87411,87,4,1,1,719.64
11,237,93113,93,1,1,3,549.3
11,238,35113,35,1,1,3,804.26
11,239,145402,145,4,0,2,639.46
11,240,234202,234,2,0,2,654.73
12,1,159201,159,2,0,1,486.12
12,2,196103,196,1,0,3,590.67
12,3,71412,71,4,1,2,620.54
12,4,230302,230,3,0,2,620.28
12,5,44212,44,2,1,2,588.23
12,6,125402,125,4,0,2,624.67
12,7,107312,107,3,1,2,646.27
12,8,143102,143,1,0,2,622.66
12,9,203102,203,1,0,2,548.77
12,10,224202,224,2,0,2,650.35
12,11,167302,167,3,0,2,811.2
12,12,216201,216,2,0,1,716.46
12,13,162201,162,2,0,1,584.35
12,14,58313,58,3,1,3,614.16
12,15,25113,25,1,1,3,709.51
12,16,4413,4,4,1,3,587.48
12,17,18111,18,1,1,1,553.67
12,18,53312,53,3,1,2,549.82
12,19,130403,130,4,0,3,658.14
12,20,153201,153,2,0,1,649.68
12,21,79113,79,1,1,3,587.63
12,22,103213,103,2,1,3,553.78
12,23,129401,129,4,0,1,868.41
12,24,105211,105,2,1,1,554.43
12,25,208103,208,1,0,3,773.52
12,26,172303,172,3,0,3,740.61
12,27,54311,54,3,1,1,556.68
12,28,135401,135,4,0,1,616.52
12,29,121403,121,4,0,3,654.69
12,30,215202,215,2,0,2,716.57
12,31,11412,11,4,1,2,520.79
12,32,188402,188,4,0,2,556.91
12,33,225201,225,2,0,1,584.86
12,34,117311,117,3,1,1,550.96
12,35,64413,64,4,1,3,521.89
12,36,33211,33,2,1,1,484.33
12,37,10413,10,4,1,3,550.49
12,38,96211,96,2,1,1,493.02
12,39,100213,100,2,1,3,517.29
12,40,24111,24,1,1,1,585.31
12,41,236302,236,3,0,2,742.52
12,42,27111,27,1,1,1,612.32
12,43,1413,1,4,1,3,622.12
12,44,169303,169,3,0,3,675.6
12,45,111311,111,3,1,1,647.25
12,46,170302,170,3,0,2,680.74
12,47,234301,234,3,0,1,690.76
12,48,72411,72,4,1,1,610.52
12,49,147101,147,1,0,1,652.18
12,50,73413,73,4,1,3,643.82
12,51,154203,154,2,0,3,581.76
12,52,163203,163,2,0,3,547.84
12,53,22113,22,1,1,3,496.84
12,54,38212,38,2,1,2,521.16
12,55,76113,76,1,1,3,557.33
12,56,180301,180,3,0,1,712.7
12,57,197102,197,1,0,2,548.73
12,58,115313,115,3,1,3,745.99
12,59,181403,181,4,0,3,647.5
12,60,139103,139,1,0,3,681.05
12,61,88113,88,1,1,3,557.11
12,62,131402,131,4,0,2,648.75
12,63,119312,119,3,1,2,522.99
12,64,37213,37,2,1,3,708.39
12,65,173302,173,3,0,2,586.36
12,66,124403,124,4,0,3,616.08
12,67,55313,55,3,1,3,520.37
12,68,209102,209,1,0,2,588.31
12,69,29112,29,1,1,2,554.47
12,70,77112,77,1,1,2,741.65
12,71,168301,168,3,0,1,738.81
12,72,114311,114,3,1,1,586.71
12,73,84111,84,1,1,1,648.39
12,74,70413,70,4,1,3,618.23
12,75,166303,166,3,0,3,681.75
12,76,207101,207,1,0,1,738.85
12,77,32212,32,2,1,2,809.73
12,78,61413,61,4,1,3,587.68
12,79,204101,204,1,0,1,585.59
12,80,221202,221,2,0,2,774.59
12,81,97213,97,2,1,3,486.94
12,82,12411,12,4,1,1,553.11
12,83,6411,6,4,1,1,549.25
12,84,51311,51,3,1,1,619.07
12,85,116312,116,3,1,2,587.11
12,86,164202,164,2,0,2,616.9
12,87,60311,60,3,1,1,489.29
12,88,91213,91,2,1,3,555.46
12,89,23112,23,1,1,2,487.92
12,90,94213,94,2,1,3,554.08
12,91,66411,66,4,1,1,486.57
12,92,200102,200,1,0,2,680.06
12,93,136103,136,1,0,3,970.12
12,94,99211,99,2,1,1,492.49
12,95,110312,110,3,1,2,516.75
12,96,150101,150,1,0,1,584.77
12,97,133403,133,4,0,3,646.33
12,98,52313,52,3,1,3,679.83
12,99,113312,113,3,1,2,594.34
12,100,81111,81,1,1,1,582.33
12,101,187403,187,4,0,3,1185.4
12,102,132401,132,4,0,1,933.5
12,103,211203,211,2,0,3,676.89
12,104,69411,69,4,1,1,616.7
12,105,49313,49,3,1,3,495.72
12,106,210101,210,1,0,1,933.98
12,107,212202,212,2,0,2,804.72
12,108,118313,118,3,1,3,614.46
12,109,214203,214,2,0,3,741.69
12,110,183401,183,4,0,1,611.36
12,111,189401,189,4,0,1,716.69
12,112,145103,145,1,0,3,622.95
12,113,185402,185,4,0,2,1001.45
12,114,222201,222,2,0,1,611.09
12,115,149102,149,1,0,2,557.14
12,116,16113,16,1,1,3,616.94
12,117,5412,5,4,1,2,744.16
12,118,2412,2,4,1,2,677.63
12,119,108311,108,3,1,1,681.14
12,120,137102,137,1,0,2,939.39
12,121,226303,226,3,0,3,730.76
12,122,3411,3,4,1,1,515.03
12,123,48311,48,3,1,1,646.67
12,124,171301,171,3,0,1,648.3
12,125,144101,144,1,0,1,656.45
12,126,193403,193,4,0,3,622.76
12,127,217203,217,2,0,3,548.81
12,128,231301,231,3,0,1,650.42
12,129,138101,138,1,0,1,524.61
12,130,93211,93,2,1,1,837.4
12,131,40213,40,2,1,3,553.46
12,132,239302,239,3,0,2,645.08
12,133,192401,192,4,0,1,614.81
12,134,30111,30,1,1,1,678.28
12,135,50312,50,3,1,2,649.92
12,136,126401,126,4,0,1,1008.47
12,137,176302,176,3,0,2,713.65
12,138,26112,26,1,1,2,677.09
12,139,95212,95,2,1,2,648.73
12,140,41212,41,2,1,2,650.37
12,141,227302,227,3,0,2,524.67
12,142,101212,101,2,1,2,550.78
12,143,42211,42,2,1,1,556.86
12,144,228301,228,3,0,1,744.1
12,145,213201,213,2,0,1,932.28
12,146,141101,141,1,0,1,898.54
12,147,106313,106,3,1,3,561.12
12,148,127403,127,4,0,3,610.93
12,149,174301,174,3,0,1,843.67
12,150,219201,219,2,0,1,1122.85
12,151,90111,90,1,1,1,899.11
12,152,13413,13,4,1,3,784.67
12,153,205103,205,1,0,3,1665.43
12,154,123401,123,4,0,1,774.12
12,155,177301,177,3,0,1,804.97
12,156,39211,39,2,1,1,710.19
12,157,67413,67,4,1,3,651.91
12,158,63411,63,4,1,1,717.19
12,159,160203,160,2,0,3,776.17
12,160,220203,220,2,0,3,1125.46
12,161,17112,17,1,1,2,678.82
12,162,206102,206,1,0,2,682.25
12,163,82113,82,1,1,3,739.39
12,164,240301,240,3,0,1,587.28
12,165,65412,65,4,1,2,585.23
12,166,89112,89,1,1,2,589.77
12,167,74412,74,4,1,2,715.14
12,168,128402,128,4,0,2,1315.54
12,169,194402,194,4,0,2,806.17
12,170,102211,102,2,1,1,686.16
12,171,122402,122,4,0,2,647.75
12,172,165201,165,2,0,1,776.75
12,173,14412,14,4,1,2,616.46
12,174,186401,186,4,0,1,775.5
12,175,45211,45,2,1,1,647.07
12,176,182402,182,4,0,2,616.84
12,177,28113,28,1,1,3,584.81
12,178,87111,87,1,1,1,964.94
12,179,146102,146,1,0,2,710.13
12,180,21111,21,1,1,1,779.13
12,181,19113,19,1,1,3,618.9
12,182,68412,68,4,1,2,593.45
12,183,83112,83,1,1,2,517.71
12,184,158202,158,2,0,2,776.76
12,185,223203,223,2,0,3,616.45
12,186,62412,62,4,1,2,559.09
12,187,142103,142,1,0,3,618.85
12,188,201101,201,1,0,1,777.89
12,189,78111,78,1,1,1,745.04
12,190,9411,9,4,1,1,525.82
12,191,43213,43,2,1,3,615.65
12,192,46313,46,3,1,3,711.01
12,193,31213,31,2,1,3,461.56
12,194,235303,235,3,0,3,812.48
12,195,92212,92,2,1,2,580.34
12,196,161202,161,2,0,2,594.86
12,197,34213,34,2,1,3,646.49
12,198,35212,35,2,1,2,488.9
12,199,59312,59,3,1,2,491.36
12,200,15411,15,4,1,1,500.4
12,201,179302,179,3,0,2,715.74
12,202,120311,120,3,1,1,997.67
12,203,156201,156,2,0,1,681.05
12,204,202103,202,1,0,3,811.85
12,205,104212,104,2,1,2,675.26
12,206,237301,237,3,0,1,710.6
12,207,191402,191,4,0,2,715.83
12,208,85113,85,1,1,3,615.63
12,209,109313,109,3,1,3,615.4
12,210,98212,98,2,1,2,589.93
12,211,47312,47,3,1,2,747.15
12,212,80112,80,1,1,2,521.39
12,213,56312,56,3,1,2,483.86
12,214,112313,112,3,1,3,518.14
12,215,86112,86,1,1,2,497.17
12,216,57311,57,3,1,1,489.63
12,217,36211,36,2,1,1,530.52
12,218,198101,198,1,0,1,843.29
12,219,218202,218,2,0,2,708.47
12,220,151203,151,2,0,3,681.89
12,221,155202,155,2,0,2,717.2
12,222,232303,232,3,0,3,616.86
12,223,20112,20,1,1,2,712.23
12,224,7413,7,4,1,3,643.8
12,225,238303,238,3,0,3,687.31
12,226,233302,233,3,0,2,617
12,227,157203,157,2,0,3,712.33
12,228,152202,152,2,0,2,745.95
12,229,134402,134,4,0,2,679.37
12,230,178303,178,3,0,3,587.22
12,231,140102,140,1,0,2,585.13
12,232,199103,199,1,0,3,519.32
12,233,175303,175,3,0,3,523.59
12,234,184403,184,4,0,3,517.76
12,235,190403,190,4,0,3,585.73
12,236,75411,75,4,1,1,583.62
12,237,8412,8,4,1,2,486.05
12,238,229303,229,3,0,3,584.05
12,239,195401,195,4,0,1,645.56
12,240,148103,148,1,0,3,583.5
13,1,99311,99,3,1,1,477.47
13,2,25211,25,2,1,1,553.07
13,3,56413,56,4,1,3,644.18
13,4,8111,8,1,1,1,454.27
13,5,211302,211,3,0,2,549.89
13,6,226402,226,4,0,2,587.3
13,7,109412,109,4,1,2,584.73
13,8,101313,101,3,1,3,614.04
13,9,5112,5,1,1,2,486.02
13,10,113411,113,4,1,1,424.27
13,11,192103,192,1,0,3,518.06
13,12,176403,176,4,0,3,560.24
13,13,104313,104,3,1,3,715
13,14,60413,60,4,1,3,550.59
13,15,88213,88,2,1,3,556.22
13,16,133103,133,1,0,3,551.83
13,17,231401,231,4,0,1,611.06
13,18,83211,83,2,1,1,482.96
13,19,177403,177,4,0,3,516.75
13,20,52411,52,4,1,1,584.19
13,21,27213,27,2,1,3,454.29
13,22,126101,126,1,0,1,492.81
13,23,18212,18,2,1,2,516.59
13,24,139202,139,2,0,2,488.51
13,25,175401,175,4,0,1,585.94
13,26,152302,152,3,0,2,678.84
13,27,131103,131,1,0,3,522.53
13,28,45313,45,3,1,3,771.02
13,29,120413,120,4,1,3,546.59
13,30,57413,57,4,1,3,488.54
13,31,217301,217,3,0,1,554.16
13,32,193103,193,1,0,3,613.41
13,33,24211,24,2,1,1,453.47
13,34,210203,210,2,0,3,644.61
13,35,59413,59,4,1,3,486.49
13,36,170402,170,4,0,2,488.41
13,37,110412,110,4,1,2,490.36
13,38,162303,162,3,0,3,524.18
13,39,53411,53,4,1,1,422.37
13,40,74113,74,1,1,3,516.15
13,41,39311,39,3,1,1,551.77
13,42,146203,146,2,0,3,579.21
13,43,1112,1,1,1,2,529.57
13,44,103313,103,3,1,3,459.68
13,45,95312,95,3,1,2,561.89
13,46,91312,91,3,1,2,483.88
13,47,73113,73,1,1,3,460.55
13,48,143201,143,2,0,1,651.69
13,49,115411,115,4,1,1,620.94
13,50,64112,64,1,1,2,403.93
13,51,206203,206,2,0,3,549.56
13,52,161303,161,3,0,3,555.13
13,53,87213,87,2,1,3,487
13,54,85211,85,2,1,1,584.49
13,55,38311,38,3,1,1,518.22
13,56,29213,29,2,1,3,553.88
13,57,169402,169,4,0,2,581.31
13,58,197202,197,2,0,2,531.6
13,59,70111,70,1,1,1,579.04
13,60,204201,204,2,0,1,554.63
13,61,160301,160,3,0,1,582.05
13,62,156301,156,3,0,1,557.58
13,63,209203,209,2,0,3,648.65
13,64,89213,89,2,1,3,522.38
13,65,159301,159,3,0,1,526.14
13,66,82211,82,2,1,1,488.08
13,67,10111,10,1,1,1,426.41
13,68,96311,96,3,1,1,424.7
13,69,220301,220,3,0,1,518.45
13,70,168402,168,4,0,2,617.75
13,71,216301,216,3,0,1,553.24
13,72,13113,13,1,1,3,587.23
13,73,180403,180,4,0,3,521.04
13,74,219301,219,3,0,1,556.55
13,75,181102,181,1,0,2,934.19
13,76,229402,229,4,0,2,549.63
13,77,77212,77,2,1,2,555.22
13,78,67111,67,1,1,1,423.5
13,79,135103,135,1,0,3,590.97
13,80,151302,151,3,0,2,620.2
13,81,58413,58,4,1,3,619.47
13,82,76212,76,2,1,2,555.07
13,83,165303,165,3,0,3,518.81
13,84,112411,112,4,1,1,490.74
13,85,186101,186,1,0,1,546.35
13,86,54411,54,4,1,1,615.59
13,87,30213,30,2,1,3,646.63
13,88,105313,105,3,1,3,711.41
13,89,23211,23,2,1,1,483.31
13,90,31312,31,3,1,2,517.1
13,91,44313,44,3,1,3,425.4
13,92,238403,238,4,0,3,551.03
13,93,230402,230,4,0,2,683.95
13,94,11113,11,1,1,3,453.96
13,95,228402,228,4,0,2,549.57
13,96,153302,153,3,0,2,586.98
13,97,234401,234,4,0,1,488.84
13,98,187101,187,1,0,1,522.62
13,99,72113,72,1,1,3,484.5
13,100,212302,212,3,0,2,518.27
13,101,79212,79,2,1,2,490.17
13,102,16212,16,2,1,2,555.82
13,103,158301,158,3,0,1,583.27
13,104,93312,93,3,1,2,517
13,105,12113,12,1,1,3,393.44
13,106,184102,184,1,0,2,590.95
13,107,145201,145,2,0,1,588.42
13,108,237403,237,4,0,3,649.47
13,109,137202,137,2,0,2,586.8
13,110,188101,188,1,0,1,552.35
13,111,127101,127,1,0,1,484.23
13,112,90213,90,2,1,3,581.73
13,113,108412,108,4,1,2,461.82
13,114,3112,3,1,1,2,461.95
13,115,22211,22,2,1,1,627.78
13,116,69111,69,1,1,1,426.13
13,117,102313,102,3,1,3,806.46
13,118,178403,178,4,0,3,615.67
13,119,142201,142,2,0,1,614.89
13,120,118413,118,4,1,3,588.86
13,121,225303,225,3,0,3,724.32
13,122,117413,117,4,1,3,581.7
13,123,202201,202,2,0,1,642.76
13,124,46412,46,4,1,2,548.36
13,125,15113,15,1,1,3,528.73
13,126,128101,128,1,0,1,586.21
13,127,221303,221,3,0,3,583.55
13,128,35312,35,3,1,2,612.81
13,129,21211,21,2,1,1,643.94
13,130,49412,49,4,1,2,549.54
13,131,9111,9,1,1,1,555.17
13,132,4112,4,1,1,2,423.44
13,133,63112,63,1,1,2,453.64
13,134,47412,47,4,1,2,453.77
13,135,179403,179,4,0,3,549.34
13,136,106412,106,4,1,2,682.27
13,137,182102,182,1,0,2,579.68
13,138,121102,121,1,0,2,778.11
13,139,198202,198,2,0,2,617.24
13,140,124102,124,1,0,2,584.66
13,141,20212,20,2,1,2,588.65
13,142,125102,125,1,0,2,522.39
13,143,183102,183,1,0,2,675.32
13,144,214302,214,3,0,2,741.88
13,145,6111,6,1,1,1,483.73
13,146,205201,205,2,0,1,517.5
13,147,78212,78,2,1,2,616.76
13,148,36311,36,3,1,1,584.23
13,149,136202,136,2,0,2,613.53
13,150,34312,34,3,1,2,517.22
13,151,86213,86,2,1,3,463.91
13,152,191103,191,1,0,3,587.93
13,153,66111,66,1,1,1,585.36
13,154,7111,7,1,1,1,551.02
13,155,196202,196,2,0,2,556.55
13,156,134103,134,1,0,3,615.8
13,157,154302,154,3,0,2,551.34
13,158,174401,174,4,0,1,620.57
13,159,114411,114,4,1,1,492.45
13,160,215302,215,3,0,2,653.62
13,161,203201,203,2,0,1,517.38
13,162,80212,80,2,1,2,552.94
13,163,111411,111,4,1,1,580.46
13,164,171401,171,4,0,1,555.98
13,165,240403,240,4,0,3,583.39
13,166,123102,123,1,0,2,523.7
13,167,81211,81,2,1,1,676.62
13,168,239403,239,4,0,3,838.78
13,169,130101,130,1,0,1,554.21
13,170,138202,138,2,0,2,549.81
13,171,100311,100,3,1,1,428.01
13,172,41313,41,3,1,3,649.16
13,173,84211,84,2,1,1,682.12
13,174,150203,150,2,0,3,621.37
13,175,26213,26,2,1,3,684.31
13,176,40311,40,3,1,1,581.74
13,177,33312,33,3,1,2,532.09
13,178,141201,141,2,0,1,557.7
13,179,37311,37,3,1,1,457.75
13,180,155302,155,3,0,2,687.3
13,181,92312,92,3,1,2,457.35
13,182,2112,2,1,1,2,744.05
13,183,200202,200,2,0,2,613.27
13,184,140202,140,2,0,2,962.73
13,185,19212,19,2,1,2,580.04
13,186,167402,167,4,0,2,587.47
13,187,189101,189,1,0,1,521.17
13,188,232401,232,4,0,1,578.57
13,189,190101,190,1,0,1,458.64
13,190,116413,116,4,1,3,554.3
13,191,42313,42,3,1,3,549.95
13,192,208203,208,2,0,3,555.53
13,193,172401,172,4,0,1,1251.57
13,194,148203,148,2,0,3,652.45
13,195,28213,28,2,1,3,579.89
13,196,94312,94,3,1,2,651
13,197,164303,164,3,0,3,524.67
13,198,97311,97,3,1,1,486.63
13,199,166402,166,4,0,2,647.76
13,200,223303,223,3,0,3,585.19
13,201,218301,218,3,0,1,486.99
13,202,157301,157,3,0,1,520.73
13,203,17212,17,2,1,2,619.99
13,204,122102,122,1,0,2,491.91
13,205,236403,236,4,0,3,579.32
13,206,194103,194,1,0,3,491.19
13,207,50412,50,4,1,2,451.27
13,208,213302,213,3,0,2,556.93
13,209,68111,68,1,1,1,648.02
13,210,14113,14,1,1,3,458.05
13,211,195103,195,1,0,3,585.56
13,212,185102,185,1,0,2,685.03
13,213,51411,51,4,1,1,486.86
13,214,201201,201,2,0,1,584.32
13,215,147203,147,2,0,3,549.81
13,216,132103,132,1,0,3,523.53
13,217,43313,43,3,1,3,644.66
13,218,55411,55,4,1,1,582.1
13,219,144201,144,2,0,1,547.69
13,220,107412,107,4,1,2,585.13
13,221,227402,227,4,0,2,709.9
13,222,224303,224,3,0,3,810.15
13,223,163303,163,3,0,3,523.8
13,224,233401,233,4,0,1,708.6
13,225,149203,149,2,0,3,465.15
13,226,61112,61,1,1,2,550.76
13,227,129101,129,1,0,1,658.45
13,228,173401,173,4,0,1,490.27
13,229,62112,62,1,1,2,492.23
13,230,119413,119,4,1,3,516.04
13,231,235401,235,4,0,1,615.36
13,232,71113,71,1,1,3,519.06
13,233,207203,207,2,0,3,522.84
13,234,199202,199,2,0,2,484.72
13,235,98311,98,3,1,1,454.82
13,236,48412,48,4,1,2,550.47
13,237,65112,65,1,1,2,524.27
13,238,32312,32,3,1,2,460.99
13,239,222303,222,3,0,3,492.96
13,240,75113,75,1,1,3,484.83
14,1,128203,128,2,0,3,675.57
14,2,161402,161,4,0,2,582.96
14,3,165402,165,4,0,2,516.71
14,4,55113,55,1,1,3,488.7
14,5,112113,112,1,1,3,522.54
14,6,98413,98,4,1,3,618.47
14,7,234103,234,1,0,3,585.96
14,8,177102,177,1,0,2,583.4
14,9,34411,34,4,1,1,555.58
14,10,147302,147,3,0,2,583.14
14,11,84313,84,3,1,3,453.24
14,12,37413,37,4,1,3,459.95
14,13,95411,95,4,1,1,523.84
14,14,64211,64,2,1,1,485.85
14,15,170101,170,1,0,1,519.67
14,16,19311,19,3,1,1,523.5
14,17,175103,175,1,0,3,580.99
14,18,217403,217,4,0,3,683.97
14,19,10213,10,2,1,3,485.89
14,20,228101,228,1,0,1,647.08
14,21,62211,62,2,1,1,457.18
14,22,40413,40,4,1,3,457.36
14,23,179102,179,1,0,2,527.79
14,24,90312,90,3,1,2,457.91
14,25,127203,127,2,0,3,585.43
14,26,193202,193,2,0,2,582.88
14,27,25313,25,3,1,3,548.52
14,28,183201,183,2,0,1,554.19
14,29,132202,132,2,0,2,517.94
14,30,80311,80,3,1,1,489.91
14,31,114113,114,1,1,3,460.1
14,32,155401,155,4,0,1,466.87
14,33,109111,109,1,1,1,457.03
14,34,172103,172,1,0,3,457.18
14,35,140301,140,3,0,1,584.64
14,36,220403,220,4,0,3,582.11
14,37,130203,130,2,0,3,590.55
14,38,22313,22,3,1,3,651.72
14,39,233103,233,1,0,3,515.55
14,40,180102,180,1,0,2,487.49
14,41,50111,50,1,1,1,457.61
14,42,60112,60,1,1,2,871.76
14,43,187203,187,2,0,3,595.67
14,44,48111,48,1,1,1,519.42
14,45,15212,15,2,1,2,650.65
14,46,153401,153,4,0,1,531.01
14,47,200301,200,3,0,1,493.03
14,48,212401,212,4,0,1,516.76
14,49,113113,113,1,1,3,456.89
14,50,166101,166,1,0,1,520.77
14,51,162402,162,4,0,2,556.46
14,52,63211,63,2,1,1,647.61
14,53,178102,178,1,0,2,521.45
14,54,184201,184,2,0,1,588.87
14,55,136301,136,3,0,1,522.67
14,56,141303,141,3,0,3,771.16
14,57,75212,75,2,1,2,531.48
14,58,110111,110,1,1,1,483.51
14,59,131202,131,2,0,2,549.17
14,60,223402,223,4,0,2,491.13
14,61,12212,12,2,1,2,546.75
14,62,51113,51,1,1,3,456.95
14,63,1211,1,2,1,1,489.03
14,64,237102,237,1,0,2,490.99
14,65,26312,26,3,1,2,482.98
14,66,229101,229,1,0,1,516.81
14,67,24313,24,3,1,3,520.67
14,68,36413,36,4,1,3,524.51
14,69,39413,39,4,1,3,550.24
14,70,54113,54,1,1,3,524.08
14,71,123201,123,2,0,1,517.94
14,72,192202,192,2,0,2,489.75
14,73,134202,134,2,0,2,523.69
14,74,118112,118,1,1,2,485.71
14,75,3211,3,2,1,1,487.74
14,76,236102,236,1,0,2,871.84
14,77,138301,138,3,0,1,579.25
14,78,174103,174,1,0,3,618.51
14,79,13212,13,2,1,2,586
14,80,198301,198,3,0,1,1188.48
14,81,104412,104,4,1,2,713.23
14,82,186203,186,2,0,3,526.94
14,83,78311,78,3,1,1,488.94
14,84,96413,96,4,1,3,554.67
14,85,31411,31,4,1,1,454.84
14,86,66213,66,2,1,3,525.31
14,87,119112,119,1,1,2,493.92
14,88,222402,222,4,0,2,581.44
14,89,44412,44,4,1,2,691.04
14,90,32411,32,4,1,1,493.03
14,91,201303,201,3,0,3,697.93
14,92,74212,74,2,1,2,521.67
14,93,70213,70,2,1,3,547.41
14,94,154401,154,4,0,1,489.39
14,95,16311,16,3,1,1,466.14
14,96,221402,221,4,0,2,583.68
14,97,230101,230,1,0,1,581.15
14,98,122201,122,2,0,1,514.93
14,99,145303,145,3,0,3,582.41
14,100,100413,100,4,1,3,516.23
14,101,135202,135,2,0,2,520.06
14,102,197301,197,3,0,1,523.89
14,103,58112,58,1,1,2,485.9
14,104,17311,17,3,1,1,456.07
14,105,38413,38,4,1,3,488.15
14,106,143303,143,3,0,3,560.39
14,107,89312,89,3,1,2,460.53
14,108,144303,144,3,0,3,514.43
14,109,146302,146,3,0,2,524.77
14,110,53113,53,1,1,3,359.39
14,111,85313,85,3,1,3,427.81
14,112,79311,79,3,1,1,426.17
14,113,59112,59,1,1,2,424.55
14,114,33411,33,4,1,1,518.44
14,115,176102,176,1,0,2,904.41
14,116,107111,107,1,1,1,549.95
14,117,189203,189,2,0,3,587.49
14,118,116112,116,1,1,2,521.34
14,119,216403,216,4,0,3,627.3
14,120,102412,102,4,1,2,457.42
14,121,173103,173,1,0,3,539.31
14,122,47111,47,1,1,1,427.64
14,123,206302,206,3,0,2,776.25
14,124,71212,71,2,1,2,526.59
14,125,142303,142,3,0,3,520.51
14,126,67213,67,2,1,3,441.91
14,127,169101,169,1,0,1,458.72
14,128,156403,156,4,0,3,586.17
14,129,57112,57,1,1,2,424.46
14,130,202303,202,3,0,3,932.29
14,131,125201,125,2,0,1,579.65
14,132,8213,8,2,1,3,523.45
14,133,86312,86,3,1,2,453.65
14,134,163402,163,4,0,2,549.29
14,135,204303,204,3,0,3,618.63
14,136,108111,108,1,1,1,554.33
14,137,133202,133,2,0,2,518.11
14,138,83313,83,3,1,3,458.29
14,139,207302,207,3,0,2,522.17
14,140,238102,238,1,0,2,515.96
14,141,211401,211,4,0,1,456.12
14,142,210302,210,3,0,2,615.56
14,143,196301,196,3,0,1,710.47
14,144,158403,158,4,0,3,1415.8
14,145,139301,139,3,0,1,614.83
